ts,freeholdRacewayMallPower,freeholdRacewayMallSchOut,freeholdNJTemp,freeholdNJCondition
2019-08-21T13:15:00-04:00 New_York,1763.9832763671875kW,true,88°F,showers
2019-08-21T13:30:00-04:00 New_York,1760.782958984375kW,true,88°F,showers
2019-08-21T13:45:00-04:00 New_York,1778.6298828125kW,true,88°F,showers
2019-08-21T14:00:00-04:00 New_York,1781.252685546875kW,true,88°F,partlyCloudy
2019-08-21T14:15:00-04:00 New_York,1737.500732421875kW,true,88.25°F,partlyCloudy
2019-08-21T14:30:00-04:00 New_York,1764.312744140625kW,true,88.5°F,partlyCloudy
2019-08-21T14:45:00-04:00 New_York,1790.4305419921875kW,true,88.75°F,partlyCloudy
2019-08-21T15:00:00-04:00 New_York,1844.0672607421875kW,true,89°F,partlyCloudy
2019-08-21T15:15:00-04:00 New_York,1928.6817626953125kW,true,88.75°F,partlyCloudy
2019-08-21T15:30:00-04:00 New_York,1894.04296875kW,true,88.5°F,partlyCloudy
2019-08-21T15:45:00-04:00 New_York,1962.222412109375kW,true,88.25°F,partlyCloudy
2019-08-21T16:00:00-04:00 New_York,2076.80615234375kW,true,88°F,partlyCloudy
2019-08-21T16:15:00-04:00 New_York,2068.190185546875kW,true,87.5°F,partlyCloudy
2019-08-21T16:30:00-04:00 New_York,1925.09326171875kW,true,87°F,partlyCloudy
2019-08-21T16:45:00-04:00 New_York,2031.689453125kW,true,86.5°F,partlyCloudy
2019-08-21T17:00:00-04:00 New_York,2090.64794921875kW,true,86°F,partlyCloudy
2019-08-21T17:15:00-04:00 New_York,1988.1282958984375kW,true,85.5°F,partlyCloudy
2019-08-21T17:30:00-04:00 New_York,1852.3380126953125kW,true,85°F,partlyCloudy
2019-08-21T17:45:00-04:00 New_York,2080.63720703125kW,true,84.5°F,partlyCloudy
2019-08-21T18:00:00-04:00 New_York,2074.50390625kW,true,84°F,partlyCloudy
2019-08-21T18:15:00-04:00 New_York,2083.96875kW,true,83.75°F,partlyCloudy
2019-08-21T18:30:00-04:00 New_York,2129.124267578125kW,true,83.5°F,partlyCloudy
2019-08-21T18:45:00-04:00 New_York,2102.758056640625kW,true,83.25°F,partlyCloudy
2019-08-21T19:00:00-04:00 New_York,2095.874755859375kW,true,83°F,partlyCloudy
2019-08-21T19:15:00-04:00 New_York,2019.254638671875kW,true,82.5°F,partlyCloudy
2019-08-21T19:30:00-04:00 New_York,2144.9921875kW,true,82°F,partlyCloudy
2019-08-21T19:45:00-04:00 New_York,2144.33837890625kW,true,81.5°F,partlyCloudy
2019-08-21T20:00:00-04:00 New_York,2176.0859375kW,true,81°F,showers
2019-08-21T20:15:00-04:00 New_York,2099.36767578125kW,true,80.5°F,showers
2019-08-21T20:30:00-04:00 New_York,2008.418212890625kW,true,80°F,showers
2019-08-21T20:45:00-04:00 New_York,1844.27197265625kW,true,79.5°F,showers
2019-08-21T21:00:00-04:00 New_York,1685.1248779296875kW,false,79°F,showers
2019-08-21T21:15:00-04:00 New_York,1599.20556640625kW,false,78.75°F,showers
2019-08-21T21:30:00-04:00 New_York,1109.8360595703125kW,false,78.5°F,showers
2019-08-21T21:45:00-04:00 New_York,639.2972412109375kW,false,78.25°F,showers
2019-08-21T22:00:00-04:00 New_York,543.8466186523438kW,false,78°F,showers
2019-08-21T22:15:00-04:00 New_York,497.9681701660156kW,false,77.75°F,showers
2019-08-21T22:30:00-04:00 New_York,473.0019836425781kW,false,77.5°F,showers
2019-08-21T22:45:00-04:00 New_York,453.2978820800781kW,false,77.25°F,showers
2019-08-21T23:00:00-04:00 New_York,389.7955017089844kW,false,77°F,showers
2019-08-21T23:15:00-04:00 New_York,335.6334533691406kW,false,76.75°F,showers
2019-08-21T23:30:00-04:00 New_York,317.2692565917969kW,false,76.5°F,showers
2019-08-21T23:45:00-04:00 New_York,296.7158203125kW,false,76.25°F,showers
2019-08-22T00:00:00-04:00 New_York,274.602783203125kW,false,76°F,showers
2019-08-22T00:15:00-04:00 New_York,272.9205627441406kW,false,75.75°F,showers
2019-08-22T00:30:00-04:00 New_York,284.3948059082031kW,false,75.5°F,showers
2019-08-22T00:45:00-04:00 New_York,284.7630615234375kW,false,75.25°F,showers
2019-08-22T01:00:00-04:00 New_York,267.1285095214844kW,false,75°F,showers
2019-08-22T01:15:00-04:00 New_York,265.00970458984375kW,false,75°F,showers
2019-08-22T01:30:00-04:00 New_York,279.7713623046875kW,false,75°F,showers
2019-08-22T01:45:00-04:00 New_York,268.06158447265625kW,false,75°F,showers
2019-08-22T02:00:00-04:00 New_York,267.9704895019531kW,false,75°F,partlyCloudy
2019-08-22T02:15:00-04:00 New_York,275.07806396484375kW,false,74.75°F,partlyCloudy
2019-08-22T02:30:00-04:00 New_York,260.2392578125kW,false,74.5°F,partlyCloudy
2019-08-22T02:45:00-04:00 New_York,258.32061767578125kW,false,74.25°F,partlyCloudy
2019-08-22T03:00:00-04:00 New_York,264.00054931640625kW,false,74°F,partlyCloudy
2019-08-22T03:15:00-04:00 New_York,264.2966003417969kW,false,74°F,partlyCloudy
2019-08-22T03:30:00-04:00 New_York,262.2071228027344kW,false,74°F,partlyCloudy
2019-08-22T03:45:00-04:00 New_York,257.9798278808594kW,false,74°F,partlyCloudy
2019-08-22T04:00:00-04:00 New_York,263.91656494140625kW,false,74°F,partlyCloudy
2019-08-22T04:15:00-04:00 New_York,258.56488037109375kW,false,74°F,partlyCloudy
2019-08-22T04:30:00-04:00 New_York,253.57492065429688kW,false,74°F,partlyCloudy
2019-08-22T04:45:00-04:00 New_York,258.3742370605469kW,false,74°F,partlyCloudy
2019-08-22T05:00:00-04:00 New_York,251.2136688232422kW,false,74°F,partlyCloudy
2019-08-22T05:15:00-04:00 New_York,255.90176391601562kW,false,74°F,partlyCloudy
2019-08-22T05:30:00-04:00 New_York,260.4507751464844kW,false,74°F,partlyCloudy
2019-08-22T05:45:00-04:00 New_York,264.1369323730469kW,false,74°F,partlyCloudy
2019-08-22T06:00:00-04:00 New_York,256.3760986328125kW,false,74°F,partlyCloudy
2019-08-22T06:15:00-04:00 New_York,258.9405822753906kW,false,74.5°F,partlyCloudy
2019-08-22T06:30:00-04:00 New_York,234.39337158203125kW,false,75°F,partlyCloudy
2019-08-22T06:45:00-04:00 New_York,223.4467315673828kW,false,75.5°F,partlyCloudy
2019-08-22T07:00:00-04:00 New_York,210.9528045654297kW,false,76°F,partlyCloudy
2019-08-22T07:15:00-04:00 New_York,211.95936584472656kW,false,76.25°F,partlyCloudy
2019-08-22T07:30:00-04:00 New_York,207.6922149658203kW,false,76.5°F,partlyCloudy
2019-08-22T07:45:00-04:00 New_York,221.29713439941406kW,false,76.75°F,partlyCloudy
2019-08-22T08:00:00-04:00 New_York,274.3398132324219kW,false,77°F,partlyCloudy
2019-08-22T08:15:00-04:00 New_York,347.4109191894531kW,false,77.25°F,partlyCloudy
2019-08-22T08:30:00-04:00 New_York,580.8595581054688kW,false,77.5°F,partlyCloudy
2019-08-22T08:45:00-04:00 New_York,877.2064208984375kW,false,77.75°F,partlyCloudy
2019-08-22T09:00:00-04:00 New_York,1051.4835205078125kW,false,78°F,partlyCloudy
2019-08-22T09:15:00-04:00 New_York,1113.065185546875kW,false,78.75°F,partlyCloudy
2019-08-22T09:30:00-04:00 New_York,1105.5701904296875kW,false,79.5°F,partlyCloudy
2019-08-22T09:45:00-04:00 New_York,1305.33837890625kW,false,80.25°F,partlyCloudy
2019-08-22T10:00:00-04:00 New_York,1573.4935302734375kW,true,81°F,partlyCloudy
2019-08-22T10:15:00-04:00 New_York,1599.4244384765625kW,true,81.5°F,partlyCloudy
2019-08-22T10:30:00-04:00 New_York,1613.5413818359375kW,true,82°F,partlyCloudy
2019-08-22T10:45:00-04:00 New_York,1639.7647705078125kW,true,82.5°F,partlyCloudy
2019-08-22T11:00:00-04:00 New_York,1642.78857421875kW,true,83°F,partlyCloudy
2019-08-22T11:15:00-04:00 New_York,1698.875kW,true,83.5°F,partlyCloudy
2019-08-22T11:30:00-04:00 New_York,1731.55322265625kW,true,84°F,partlyCloudy
2019-08-22T11:45:00-04:00 New_York,1786.74072265625kW,true,84.5°F,partlyCloudy
2019-08-22T12:00:00-04:00 New_York,1825.7098388671875kW,true,85°F,partlyCloudy
2019-08-22T12:15:00-04:00 New_York,1855.298095703125kW,true,85.25°F,partlyCloudy
2019-08-22T12:30:00-04:00 New_York,1844.59619140625kW,true,85.5°F,partlyCloudy
2019-08-22T12:45:00-04:00 New_York,1801.6043701171875kW,true,85.75°F,partlyCloudy
2019-08-22T13:00:00-04:00 New_York,1769.9873046875kW,true,86°F,partlyCloudy
2019-08-22T13:15:00-04:00 New_York,1831.9268798828125kW,true,86.25°F,partlyCloudy
2019-08-22T13:30:00-04:00 New_York,1842.1502685546875kW,true,86.5°F,partlyCloudy
2019-08-22T13:45:00-04:00 New_York,1758.2860107421875kW,true,86.75°F,partlyCloudy
2019-08-22T14:00:00-04:00 New_York,1797.974365234375kW,true,87°F,partlyCloudy
2019-08-22T14:15:00-04:00 New_York,1769.65380859375kW,true,87.25°F,partlyCloudy
2019-08-22T14:30:00-04:00 New_York,1794.5401611328125kW,true,87.5°F,partlyCloudy
2019-08-22T14:45:00-04:00 New_York,1792.7357177734375kW,true,87.75°F,partlyCloudy
2019-08-22T15:00:00-04:00 New_York,1802.4736328125kW,true,88°F,partlyCloudy
2019-08-22T15:15:00-04:00 New_York,1861.74609375kW,true,87.75°F,partlyCloudy
2019-08-22T15:30:00-04:00 New_York,1791.9346923828125kW,true,87.5°F,partlyCloudy
2019-08-22T15:45:00-04:00 New_York,1790.66259765625kW,true,87.25°F,partlyCloudy
2019-08-22T16:00:00-04:00 New_York,1884.99755859375kW,true,87°F,partlyCloudy
2019-08-22T16:15:00-04:00 New_York,1862.251220703125kW,true,86.75°F,partlyCloudy
2019-08-22T16:30:00-04:00 New_York,1809.134765625kW,true,86.5°F,partlyCloudy
2019-08-22T16:45:00-04:00 New_York,1783.701171875kW,true,86.25°F,partlyCloudy
2019-08-22T17:00:00-04:00 New_York,1825.65185546875kW,true,86°F,partlyCloudy
2019-08-22T17:15:00-04:00 New_York,1843.0875244140625kW,true,85.75°F,partlyCloudy
2019-08-22T17:30:00-04:00 New_York,1898.18017578125kW,true,85.5°F,partlyCloudy
2019-08-22T17:45:00-04:00 New_York,1979.4617919921875kW,true,85.25°F,partlyCloudy
2019-08-22T18:00:00-04:00 New_York,2046.6337890625kW,true,85°F,partlyCloudy
2019-08-22T18:15:00-04:00 New_York,1996.9063720703125kW,true,84.5°F,partlyCloudy
2019-08-22T18:30:00-04:00 New_York,2086.456298828125kW,true,84°F,partlyCloudy
2019-08-22T18:45:00-04:00 New_York,2124.038330078125kW,true,83.5°F,partlyCloudy
2019-08-22T19:00:00-04:00 New_York,2121.1640625kW,true,83°F,cloudy
2019-08-22T19:15:00-04:00 New_York,2142.232177734375kW,true,82.25°F,cloudy
2019-08-22T19:30:00-04:00 New_York,2207.666748046875kW,true,81.5°F,cloudy
2019-08-22T19:45:00-04:00 New_York,2266.135986328125kW,true,80.75°F,cloudy
2019-08-22T20:00:00-04:00 New_York,2296.0439453125kW,true,80°F,showers
2019-08-22T20:15:00-04:00 New_York,2268.19287109375kW,true,79.5°F,showers
2019-08-22T20:30:00-04:00 New_York,2137.386962890625kW,true,79°F,showers
2019-08-22T20:45:00-04:00 New_York,1909.128173828125kW,true,78.5°F,showers
2019-08-22T21:00:00-04:00 New_York,1688.037353515625kW,false,78°F,showers
2019-08-22T21:15:00-04:00 New_York,1624.0106201171875kW,false,77.75°F,showers
2019-08-22T21:30:00-04:00 New_York,1070.6566162109375kW,false,77.5°F,showers
2019-08-22T21:45:00-04:00 New_York,654.778076171875kW,false,77.25°F,showers
2019-08-22T22:00:00-04:00 New_York,569.1190795898438kW,false,77°F,showers
2019-08-22T22:15:00-04:00 New_York,514.3109130859375kW,false,76.5°F,showers
2019-08-22T22:30:00-04:00 New_York,467.5484313964844kW,false,76°F,showers
2019-08-22T22:45:00-04:00 New_York,452.8448791503906kW,false,75.5°F,showers
2019-08-22T23:00:00-04:00 New_York,338.9233093261719kW,false,75°F,showers
2019-08-22T23:15:00-04:00 New_York,294.7784118652344kW,false,74.75°F,showers
2019-08-22T23:30:00-04:00 New_York,292.77545166015625kW,false,74.5°F,showers
2019-08-22T23:45:00-04:00 New_York,275.2056579589844kW,false,74.25°F,showers
2019-08-23T00:00:00-04:00 New_York,284.5968322753906kW,false,74°F,showers
2019-08-23T00:15:00-04:00 New_York,266.33917236328125kW,false,74°F,showers
2019-08-23T00:30:00-04:00 New_York,274.3373718261719kW,false,74°F,showers
2019-08-23T00:45:00-04:00 New_York,270.8838806152344kW,false,74°F,showers
2019-08-23T01:00:00-04:00 New_York,265.8789367675781kW,false,74°F,showers
2019-08-23T01:15:00-04:00 New_York,262.0466003417969kW,false,73.75°F,showers
2019-08-23T01:30:00-04:00 New_York,223.9120330810547kW,false,73.5°F,showers
2019-08-23T01:45:00-04:00 New_York,229.48667907714844kW,false,73.25°F,showers
2019-08-23T02:00:00-04:00 New_York,262.1373291015625kW,false,73°F,showers
2019-08-23T02:15:00-04:00 New_York,251.6578369140625kW,false,73°F,showers
2019-08-23T02:30:00-04:00 New_York,252.84976196289062kW,false,73°F,showers
2019-08-23T02:45:00-04:00 New_York,251.0292510986328kW,false,73°F,showers
2019-08-23T03:00:00-04:00 New_York,260.9666442871094kW,false,73°F,showers
2019-08-23T03:15:00-04:00 New_York,258.6468811035156kW,false,73°F,showers
2019-08-23T03:30:00-04:00 New_York,245.68450927734375kW,false,73°F,showers
2019-08-23T03:45:00-04:00 New_York,246.20213317871094kW,false,73°F,showers
2019-08-23T04:00:00-04:00 New_York,251.3878631591797kW,false,73°F,showers
2019-08-23T04:15:00-04:00 New_York,251.1151123046875kW,false,72.75°F,showers
2019-08-23T04:30:00-04:00 New_York,253.30990600585938kW,false,72.5°F,showers
2019-08-23T04:45:00-04:00 New_York,254.6313018798828kW,false,72.25°F,showers
2019-08-23T05:00:00-04:00 New_York,256.8002624511719kW,false,72°F,showers
2019-08-23T05:15:00-04:00 New_York,251.56785583496094kW,false,71.75°F,showers
2019-08-23T05:30:00-04:00 New_York,254.3818359375kW,false,71.5°F,showers
2019-08-23T05:45:00-04:00 New_York,262.3219299316406kW,false,71.25°F,showers
2019-08-23T06:00:00-04:00 New_York,264.94482421875kW,false,71°F,showers
2019-08-23T06:15:00-04:00 New_York,261.8166198730469kW,false,71°F,showers
2019-08-23T06:30:00-04:00 New_York,265.0406494140625kW,false,71°F,showers
2019-08-23T06:45:00-04:00 New_York,269.3548278808594kW,false,71°F,showers
2019-08-23T07:00:00-04:00 New_York,289.40032958984375kW,false,71°F,showers
2019-08-23T07:15:00-04:00 New_York,368.81231689453125kW,false,71°F,showers
2019-08-23T07:30:00-04:00 New_York,329.71356201171875kW,false,71°F,showers
2019-08-23T07:45:00-04:00 New_York,325.9751892089844kW,false,71°F,showers
2019-08-23T08:00:00-04:00 New_York,340.7513427734375kW,false,71°F,cloudy
2019-08-23T08:15:00-04:00 New_York,356.1241149902344kW,false,71°F,cloudy
2019-08-23T08:30:00-04:00 New_York,633.841552734375kW,false,71°F,cloudy
2019-08-23T08:45:00-04:00 New_York,979.6219482421875kW,false,71°F,cloudy
2019-08-23T09:00:00-04:00 New_York,1096.1949462890625kW,false,71°F,cloudy
2019-08-23T09:15:00-04:00 New_York,1083.5162353515625kW,false,71.5°F,cloudy
2019-08-23T09:30:00-04:00 New_York,1105.60400390625kW,false,72°F,cloudy
2019-08-23T09:45:00-04:00 New_York,1145.1630859375kW,false,72.5°F,cloudy
2019-08-23T10:00:00-04:00 New_York,1370.6474609375kW,true,73°F,cloudy
2019-08-23T10:15:00-04:00 New_York,1439.3782958984375kW,true,73.5°F,cloudy
2019-08-23T10:30:00-04:00 New_York,1380.72900390625kW,true,74°F,cloudy
2019-08-23T10:45:00-04:00 New_York,2295.489501953125kW,true,74.5°F,cloudy
2019-08-23T11:00:00-04:00 New_York,1757.5574951171875kW,true,75°F,partlyCloudy
2019-08-23T11:15:00-04:00 New_York,1569.5439453125kW,true,75.25°F,partlyCloudy
2019-08-23T11:30:00-04:00 New_York,1549.0391845703125kW,true,75.5°F,partlyCloudy
2019-08-23T11:45:00-04:00 New_York,1502.706787109375kW,true,75.75°F,partlyCloudy
2019-08-23T12:00:00-04:00 New_York,593.5352783203125kW,true,76°F,partlyCloudy
2019-08-23T12:15:00-04:00 New_York,3455.483642578125kW,true,76.5°F,partlyCloudy
2019-08-23T12:30:00-04:00 New_York,1457.692138671875kW,true,77°F,partlyCloudy
2019-08-23T12:45:00-04:00 New_York,1364.2713623046875kW,true,77.5°F,partlyCloudy
2019-08-23T13:00:00-04:00 New_York,1458.047607421875kW,true,78°F,partlyCloudy
2019-08-23T13:15:00-04:00 New_York,1489.4130859375kW,true,78.25°F,partlyCloudy
2019-08-23T13:30:00-04:00 New_York,1494.440673828125kW,true,78.5°F,partlyCloudy
2019-08-23T13:45:00-04:00 New_York,1459.0762939453125kW,true,78.75°F,partlyCloudy
2019-08-23T14:00:00-04:00 New_York,1588.8232421875kW,true,79°F,partlyCloudy
2019-08-23T14:15:00-04:00 New_York,1392.865234375kW,true,79.25°F,partlyCloudy
2019-08-23T14:30:00-04:00 New_York,1461.9742431640625kW,true,79.5°F,partlyCloudy
2019-08-23T14:45:00-04:00 New_York,1472.497802734375kW,true,79.75°F,partlyCloudy
2019-08-23T15:00:00-04:00 New_York,1487.2838134765625kW,true,80°F,partlyCloudy
2019-08-23T15:15:00-04:00 New_York,1595.438232421875kW,true,79.75°F,partlyCloudy
2019-08-23T15:30:00-04:00 New_York,1546.9422607421875kW,true,79.5°F,partlyCloudy
2019-08-23T15:45:00-04:00 New_York,1464.9063720703125kW,true,79.25°F,partlyCloudy
2019-08-23T16:00:00-04:00 New_York,1561.6898193359375kW,true,79°F,partlyCloudy
2019-08-23T16:15:00-04:00 New_York,1589.6326904296875kW,true,78.75°F,partlyCloudy
2019-08-23T16:30:00-04:00 New_York,1621.6595458984375kW,true,78.5°F,partlyCloudy
2019-08-23T16:45:00-04:00 New_York,1533.2606201171875kW,true,78.25°F,partlyCloudy
2019-08-23T17:00:00-04:00 New_York,1537.3033447265625kW,true,78°F,partlyCloudy
2019-08-23T17:15:00-04:00 New_York,1624.6871337890625kW,true,77.5°F,partlyCloudy
2019-08-23T17:30:00-04:00 New_York,1632.8795166015625kW,true,77°F,partlyCloudy
2019-08-23T17:45:00-04:00 New_York,1596.5872802734375kW,true,76.5°F,partlyCloudy
2019-08-23T18:00:00-04:00 New_York,1667.5445556640625kW,true,76°F,partlyCloudy
2019-08-23T18:15:00-04:00 New_York,1642.6810302734375kW,true,75.75°F,partlyCloudy
2019-08-23T18:30:00-04:00 New_York,1660.762451171875kW,true,75.5°F,partlyCloudy
2019-08-23T18:45:00-04:00 New_York,1674.9420166015625kW,true,75.25°F,partlyCloudy
2019-08-23T19:00:00-04:00 New_York,1704.2672119140625kW,true,75°F,partlyCloudy
2019-08-23T19:15:00-04:00 New_York,1762.1207275390625kW,true,73.75°F,partlyCloudy
2019-08-23T19:30:00-04:00 New_York,1776.3919677734375kW,true,72.5°F,partlyCloudy
2019-08-23T19:45:00-04:00 New_York,1836.080810546875kW,true,71.25°F,partlyCloudy
2019-08-23T20:00:00-04:00 New_York,1842.5826416015625kW,true,70°F,partlyCloudy
2019-08-23T20:15:00-04:00 New_York,1815.0809326171875kW,true,70°F,partlyCloudy
2019-08-23T20:30:00-04:00 New_York,1711.908935546875kW,true,70°F,partlyCloudy
2019-08-23T20:45:00-04:00 New_York,1589.34228515625kW,true,70°F,partlyCloudy
2019-08-23T21:00:00-04:00 New_York,1520.674560546875kW,false,70°F,partlyCloudy
2019-08-23T21:15:00-04:00 New_York,1481.4417724609375kW,false,69.75°F,partlyCloudy
2019-08-23T21:30:00-04:00 New_York,1070.7410888671875kW,false,69.5°F,partlyCloudy
2019-08-23T21:45:00-04:00 New_York,703.4881591796875kW,false,69.25°F,partlyCloudy
2019-08-23T22:00:00-04:00 New_York,593.4238891601562kW,false,69°F,partlyCloudy
2019-08-23T22:15:00-04:00 New_York,547.0355224609375kW,false,69°F,partlyCloudy
2019-08-23T22:30:00-04:00 New_York,499.85302734375kW,false,69°F,partlyCloudy
2019-08-23T22:45:00-04:00 New_York,459.47271728515625kW,false,69°F,partlyCloudy
2019-08-23T23:00:00-04:00 New_York,364.839599609375kW,false,69°F,partlyCloudy
2019-08-23T23:15:00-04:00 New_York,333.88128662109375kW,false,68.75°F,partlyCloudy
2019-08-23T23:30:00-04:00 New_York,298.4162902832031kW,false,68.5°F,partlyCloudy
2019-08-23T23:45:00-04:00 New_York,291.9277038574219kW,false,68.25°F,partlyCloudy
2019-08-24T00:00:00-04:00 New_York,320.7900085449219kW,false,68°F,partlyCloudy
2019-08-24T00:15:00-04:00 New_York,286.34320068359375kW,false,68°F,partlyCloudy
2019-08-24T00:30:00-04:00 New_York,266.9957580566406kW,false,68°F,partlyCloudy
2019-08-24T00:45:00-04:00 New_York,276.6710205078125kW,false,68°F,partlyCloudy
2019-08-24T01:00:00-04:00 New_York,269.4013977050781kW,false,68°F,partlyCloudy
2019-08-24T01:15:00-04:00 New_York,264.0992126464844kW,false,67.75°F,partlyCloudy
2019-08-24T01:30:00-04:00 New_York,260.2537536621094kW,false,67.5°F,partlyCloudy
2019-08-24T01:45:00-04:00 New_York,257.9280090332031kW,false,67.25°F,partlyCloudy
2019-08-24T02:00:00-04:00 New_York,269.206787109375kW,false,67°F,partlyCloudy
2019-08-24T02:15:00-04:00 New_York,252.2888641357422kW,false,67°F,partlyCloudy
2019-08-24T02:30:00-04:00 New_York,249.2302703857422kW,false,67°F,partlyCloudy
2019-08-24T02:45:00-04:00 New_York,247.45538330078125kW,false,67°F,partlyCloudy
2019-08-24T03:00:00-04:00 New_York,247.5613250732422kW,false,67°F,partlyCloudy
2019-08-24T03:15:00-04:00 New_York,242.18399047851562kW,false,67°F,partlyCloudy
2019-08-24T03:30:00-04:00 New_York,238.1190948486328kW,false,67°F,partlyCloudy
2019-08-24T03:45:00-04:00 New_York,240.95065307617188kW,false,67°F,partlyCloudy
2019-08-24T04:00:00-04:00 New_York,239.5968017578125kW,false,67°F,partlyCloudy
2019-08-24T04:15:00-04:00 New_York,242.01116943359375kW,false,66.75°F,partlyCloudy
2019-08-24T04:30:00-04:00 New_York,242.264892578125kW,false,66.5°F,partlyCloudy
2019-08-24T04:45:00-04:00 New_York,236.9980010986328kW,false,66.25°F,partlyCloudy
