ts,freeholdRacewayMallPower,freeholdRacewayMallSchOut,freeholdNJTemp,freeholdNJCondition
2019-08-18T05:30:00-04:00 New_York,281.4883728027344kW,false,73.5°F,showers
2019-08-18T05:45:00-04:00 New_York,299.75048828125kW,false,73.75°F,showers
2019-08-18T06:00:00-04:00 New_York,294.79705810546875kW,false,74°F,showers
2019-08-18T06:15:00-04:00 New_York,272.86346435546875kW,false,74.5°F,showers
2019-08-18T06:30:00-04:00 New_York,255.2892608642578kW,false,75°F,showers
2019-08-18T06:45:00-04:00 New_York,263.6054992675781kW,false,75.5°F,showers
2019-08-18T07:00:00-04:00 New_York,279.7433166503906kW,false,76°F,showers
2019-08-18T07:15:00-04:00 New_York,260.1355895996094kW,false,76.5°F,showers
2019-08-18T07:30:00-04:00 New_York,257.0140686035156kW,false,77°F,showers
2019-08-18T07:45:00-04:00 New_York,244.68569946289062kW,false,77.5°F,showers
2019-08-18T08:00:00-04:00 New_York,277.7717590332031kW,false,78°F,partlyCloudy
2019-08-18T08:15:00-04:00 New_York,297.629638671875kW,false,78.5°F,partlyCloudy
2019-08-18T08:30:00-04:00 New_York,333.6927185058594kW,false,79°F,partlyCloudy
2019-08-18T08:45:00-04:00 New_York,625.1982421875kW,false,79.5°F,partlyCloudy
2019-08-18T09:00:00-04:00 New_York,681.6329345703125kW,false,80°F,partlyCloudy
2019-08-18T09:15:00-04:00 New_York,710.5167236328125kW,false,80.5°F,partlyCloudy
2019-08-18T09:30:00-04:00 New_York,713.4999389648438kW,false,81°F,partlyCloudy
2019-08-18T09:45:00-04:00 New_York,737.7915649414062kW,false,81.5°F,partlyCloudy
2019-08-18T10:00:00-04:00 New_York,790.8577880859375kW,false,82°F,partlyCloudy
2019-08-18T10:15:00-04:00 New_York,797.5055541992188kW,false,82.75°F,partlyCloudy
2019-08-18T10:30:00-04:00 New_York,869.888427734375kW,false,83.5°F,partlyCloudy
2019-08-18T10:45:00-04:00 New_York,1059.2275390625kW,false,84.25°F,partlyCloudy
2019-08-18T11:00:00-04:00 New_York,1518.08740234375kW,true,85°F,showers
2019-08-18T11:15:00-04:00 New_York,1816.00634765625kW,true,85.75°F,showers
2019-08-18T11:30:00-04:00 New_York,1801.5614013671875kW,true,86.5°F,showers
2019-08-18T11:45:00-04:00 New_York,1812.5015869140625kW,true,87.25°F,showers
2019-08-18T12:00:00-04:00 New_York,1814.6812744140625kW,true,88°F,showers
2019-08-18T12:15:00-04:00 New_York,1850.677978515625kW,true,88°F,showers
2019-08-18T12:30:00-04:00 New_York,1830.25439453125kW,true,88°F,showers
2019-08-18T12:45:00-04:00 New_York,1861.8543701171875kW,true,88°F,showers
2019-08-18T13:00:00-04:00 New_York,1857.1290283203125kW,true,88°F,showers
2019-08-18T13:15:00-04:00 New_York,1857.489013671875kW,true,88.25°F,showers
2019-08-18T13:30:00-04:00 New_York,1870.2061767578125kW,true,88.5°F,showers
2019-08-18T13:45:00-04:00 New_York,1802.7545166015625kW,true,88.75°F,showers
2019-08-18T14:00:00-04:00 New_York,1902.0408935546875kW,true,89°F,showers
2019-08-18T14:15:00-04:00 New_York,1799.0623779296875kW,true,89.25°F,showers
2019-08-18T14:30:00-04:00 New_York,1913.6236572265625kW,true,89.5°F,showers
2019-08-18T14:45:00-04:00 New_York,1750.502197265625kW,true,89.75°F,showers
2019-08-18T15:00:00-04:00 New_York,1800.662353515625kW,true,90°F,showers
2019-08-18T15:15:00-04:00 New_York,1805.6573486328125kW,true,89.5°F,showers
2019-08-18T15:30:00-04:00 New_York,2032.729248046875kW,true,89°F,showers
2019-08-18T15:45:00-04:00 New_York,2028.8121337890625kW,true,88.5°F,showers
2019-08-18T16:00:00-04:00 New_York,2188.93896484375kW,true,88°F,showers
2019-08-18T16:15:00-04:00 New_York,2074.88330078125kW,true,87.5°F,showers
2019-08-18T16:30:00-04:00 New_York,2065.555419921875kW,true,87°F,showers
2019-08-18T16:45:00-04:00 New_York,2031.735107421875kW,true,86.5°F,showers
2019-08-18T17:00:00-04:00 New_York,2043.059814453125kW,true,86°F,showers
2019-08-18T17:15:00-04:00 New_York,2081.827392578125kW,true,85.5°F,showers
2019-08-18T17:30:00-04:00 New_York,2054.028564453125kW,true,85°F,showers
2019-08-18T17:45:00-04:00 New_York,2061.283447265625kW,true,84.5°F,showers
2019-08-18T18:00:00-04:00 New_York,1913.4144287109375kW,true,84°F,showers
2019-08-18T18:15:00-04:00 New_York,1528.1873779296875kW,true,83.5°F,showers
2019-08-18T18:30:00-04:00 New_York,1285.866455078125kW,true,83°F,showers
2019-08-18T18:45:00-04:00 New_York,1260.924072265625kW,true,82.5°F,showers
2019-08-18T19:00:00-04:00 New_York,1085.1815185546875kW,false,82°F,showers
2019-08-18T19:15:00-04:00 New_York,655.4332885742188kW,false,81.25°F,showers
2019-08-18T19:30:00-04:00 New_York,583.9454345703125kW,false,80.5°F,showers
2019-08-18T19:45:00-04:00 New_York,551.07666015625kW,false,79.75°F,showers
2019-08-18T20:00:00-04:00 New_York,515.3248901367188kW,false,79°F,partlyCloudy
2019-08-18T20:15:00-04:00 New_York,499.8460388183594kW,false,78.5°F,partlyCloudy
2019-08-18T20:30:00-04:00 New_York,499.83050537109375kW,false,78°F,partlyCloudy
2019-08-18T20:45:00-04:00 New_York,470.25115966796875kW,false,77.5°F,partlyCloudy
2019-08-18T21:00:00-04:00 New_York,446.0495300292969kW,false,77°F,partlyCloudy
2019-08-18T21:15:00-04:00 New_York,409.1011962890625kW,false,76.75°F,partlyCloudy
2019-08-18T21:30:00-04:00 New_York,402.7572021484375kW,false,76.5°F,partlyCloudy
2019-08-18T21:45:00-04:00 New_York,392.50244140625kW,false,76.25°F,partlyCloudy
2019-08-18T22:00:00-04:00 New_York,345.42181396484375kW,false,76°F,partlyCloudy
2019-08-18T22:15:00-04:00 New_York,309.1264953613281kW,false,75.75°F,partlyCloudy
2019-08-18T22:30:00-04:00 New_York,307.91827392578125kW,false,75.5°F,partlyCloudy
2019-08-18T22:45:00-04:00 New_York,287.362060546875kW,false,75.25°F,partlyCloudy
2019-08-18T23:00:00-04:00 New_York,286.04571533203125kW,false,75°F,showers
2019-08-18T23:15:00-04:00 New_York,275.668212890625kW,false,74.75°F,showers
2019-08-18T23:30:00-04:00 New_York,282.800537109375kW,false,74.5°F,showers
2019-08-18T23:45:00-04:00 New_York,278.60198974609375kW,false,74.25°F,showers
2019-08-19T00:00:00-04:00 New_York,270.6938171386719kW,false,74°F,showers
2019-08-19T00:15:00-04:00 New_York,271.75762939453125kW,false,73.75°F,showers
2019-08-19T00:30:00-04:00 New_York,258.3729553222656kW,false,73.5°F,showers
2019-08-19T00:45:00-04:00 New_York,266.00860595703125kW,false,73.25°F,showers
2019-08-19T01:00:00-04:00 New_York,257.1052551269531kW,false,73°F,showers
2019-08-19T01:15:00-04:00 New_York,254.58993530273438kW,false,73°F,showers
2019-08-19T01:30:00-04:00 New_York,244.0631561279297kW,false,73°F,showers
2019-08-19T01:45:00-04:00 New_York,243.26983642578125kW,false,73°F,showers
2019-08-19T02:00:00-04:00 New_York,243.91635131835938kW,false,73°F,showers
2019-08-19T02:15:00-04:00 New_York,234.2913055419922kW,false,73°F,showers
2019-08-19T02:30:00-04:00 New_York,240.44227600097656kW,false,73°F,showers
2019-08-19T02:45:00-04:00 New_York,245.49232482910156kW,false,73°F,showers
2019-08-19T03:00:00-04:00 New_York,248.0682373046875kW,false,73°F,showers
2019-08-19T03:15:00-04:00 New_York,243.8848419189453kW,false,73°F,showers
2019-08-19T03:30:00-04:00 New_York,258.0108642578125kW,false,73°F,showers
2019-08-19T03:45:00-04:00 New_York,250.1954803466797kW,false,73°F,showers
2019-08-19T04:00:00-04:00 New_York,243.19920349121094kW,false,73°F,showers
2019-08-19T04:15:00-04:00 New_York,252.06243896484375kW,false,73°F,showers
2019-08-19T04:30:00-04:00 New_York,244.89942932128906kW,false,73°F,showers
2019-08-19T04:45:00-04:00 New_York,252.45672607421875kW,false,73°F,showers
2019-08-19T05:00:00-04:00 New_York,254.228515625kW,false,73°F,partlyCloudy
2019-08-19T05:15:00-04:00 New_York,253.28836059570312kW,false,73°F,partlyCloudy
2019-08-19T05:30:00-04:00 New_York,243.5626220703125kW,false,73°F,partlyCloudy
2019-08-19T05:45:00-04:00 New_York,258.8299560546875kW,false,73°F,partlyCloudy
2019-08-19T06:00:00-04:00 New_York,262.2293701171875kW,false,73°F,partlyCloudy
2019-08-19T06:15:00-04:00 New_York,249.47230529785156kW,false,73.5°F,partlyCloudy
2019-08-19T06:30:00-04:00 New_York,242.50840759277344kW,false,74°F,partlyCloudy
2019-08-19T06:45:00-04:00 New_York,215.18536376953125kW,false,74.5°F,partlyCloudy
2019-08-19T07:00:00-04:00 New_York,206.271484375kW,false,75°F,partlyCloudy
2019-08-19T07:15:00-04:00 New_York,199.9315948486328kW,false,75.5°F,partlyCloudy
2019-08-19T07:30:00-04:00 New_York,200.6694793701172kW,false,76°F,partlyCloudy
2019-08-19T07:45:00-04:00 New_York,214.88868713378906kW,false,76.5°F,partlyCloudy
2019-08-19T08:00:00-04:00 New_York,251.62881469726562kW,false,77°F,partlyCloudy
2019-08-19T08:15:00-04:00 New_York,314.144775390625kW,false,77.25°F,partlyCloudy
2019-08-19T08:30:00-04:00 New_York,564.3427124023438kW,false,77.5°F,partlyCloudy
2019-08-19T08:45:00-04:00 New_York,875.914794921875kW,false,77.75°F,partlyCloudy
2019-08-19T09:00:00-04:00 New_York,1048.1229248046875kW,false,78°F,partlyCloudy
2019-08-19T09:15:00-04:00 New_York,1096.9588623046875kW,false,78.75°F,partlyCloudy
2019-08-19T09:30:00-04:00 New_York,1153.2181396484375kW,false,79.5°F,partlyCloudy
2019-08-19T09:45:00-04:00 New_York,1290.6246337890625kW,false,80.25°F,partlyCloudy
2019-08-19T10:00:00-04:00 New_York,1696.376953125kW,true,81°F,partlyCloudy
2019-08-19T10:15:00-04:00 New_York,1755.34228515625kW,true,81.75°F,partlyCloudy
2019-08-19T10:30:00-04:00 New_York,1763.384521484375kW,true,82.5°F,partlyCloudy
2019-08-19T10:45:00-04:00 New_York,1739.89013671875kW,true,83.25°F,partlyCloudy
2019-08-19T11:00:00-04:00 New_York,1727.6846923828125kW,true,84°F,partlyCloudy
2019-08-19T11:15:00-04:00 New_York,1754.7913818359375kW,true,84.5°F,partlyCloudy
2019-08-19T11:30:00-04:00 New_York,1721.5921630859375kW,true,85°F,partlyCloudy
2019-08-19T11:45:00-04:00 New_York,1705.1326904296875kW,true,85.5°F,partlyCloudy
2019-08-19T12:00:00-04:00 New_York,1819.6385498046875kW,true,86°F,partlyCloudy
2019-08-19T12:15:00-04:00 New_York,1815.9671630859375kW,true,86.5°F,partlyCloudy
2019-08-19T12:30:00-04:00 New_York,1785.651123046875kW,true,87°F,partlyCloudy
2019-08-19T12:45:00-04:00 New_York,1800.13720703125kW,true,87.5°F,partlyCloudy
2019-08-19T13:00:00-04:00 New_York,1802.3865966796875kW,true,88°F,partlyCloudy
2019-08-19T13:15:00-04:00 New_York,1820.04248046875kW,true,88.25°F,partlyCloudy
2019-08-19T13:30:00-04:00 New_York,1818.252685546875kW,true,88.5°F,partlyCloudy
2019-08-19T13:45:00-04:00 New_York,1851.9959716796875kW,true,88.75°F,partlyCloudy
2019-08-19T14:00:00-04:00 New_York,1838.3262939453125kW,true,89°F,partlyCloudy
2019-08-19T14:15:00-04:00 New_York,1743.426513671875kW,true,89.5°F,partlyCloudy
2019-08-19T14:30:00-04:00 New_York,1741.027099609375kW,true,90°F,partlyCloudy
2019-08-19T14:45:00-04:00 New_York,1800.7406005859375kW,true,90.5°F,partlyCloudy
2019-08-19T15:00:00-04:00 New_York,1963.92822265625kW,true,91°F,partlyCloudy
2019-08-19T15:15:00-04:00 New_York,2076.265869140625kW,true,90.75°F,partlyCloudy
2019-08-19T15:30:00-04:00 New_York,1897.4755859375kW,true,90.5°F,partlyCloudy
2019-08-19T15:45:00-04:00 New_York,2222.68115234375kW,true,90.25°F,partlyCloudy
2019-08-19T16:00:00-04:00 New_York,1785.8424072265625kW,true,90°F,partlyCloudy
2019-08-19T16:15:00-04:00 New_York,2441.708984375kW,true,90°F,partlyCloudy
2019-08-19T16:30:00-04:00 New_York,2244.298583984375kW,true,90°F,partlyCloudy
2019-08-19T16:45:00-04:00 New_York,2245.8173828125kW,true,90°F,partlyCloudy
2019-08-19T17:00:00-04:00 New_York,2090.021484375kW,true,90°F,partlyCloudy
2019-08-19T17:15:00-04:00 New_York,1777.1629638671875kW,true,89.75°F,partlyCloudy
2019-08-19T17:30:00-04:00 New_York,1912.3885498046875kW,true,89.5°F,partlyCloudy
2019-08-19T17:45:00-04:00 New_York,1895.242431640625kW,true,89.25°F,partlyCloudy
2019-08-19T18:00:00-04:00 New_York,1792.19677734375kW,true,89°F,partlyCloudy
2019-08-19T18:15:00-04:00 New_York,1900.6202392578125kW,true,88.5°F,partlyCloudy
2019-08-19T18:30:00-04:00 New_York,1868.9029541015625kW,true,88°F,partlyCloudy
2019-08-19T18:45:00-04:00 New_York,1936.9556884765625kW,true,87.5°F,partlyCloudy
2019-08-19T19:00:00-04:00 New_York,2039.303955078125kW,true,87°F,partlyCloudy
2019-08-19T19:15:00-04:00 New_York,1975.3656005859375kW,true,86.25°F,partlyCloudy
2019-08-19T19:30:00-04:00 New_York,1991.7122802734375kW,true,85.5°F,partlyCloudy
2019-08-19T19:45:00-04:00 New_York,2056.04931640625kW,true,84.75°F,partlyCloudy
2019-08-19T20:00:00-04:00 New_York,2062.24951171875kW,true,84°F,partlyCloudy
2019-08-19T20:15:00-04:00 New_York,2013.58056640625kW,true,83.5°F,partlyCloudy
2019-08-19T20:30:00-04:00 New_York,1929.86279296875kW,true,83°F,partlyCloudy
2019-08-19T20:45:00-04:00 New_York,1796.51513671875kW,true,82.5°F,partlyCloudy
2019-08-19T21:00:00-04:00 New_York,1631.921875kW,true,82°F,partlyCloudy
2019-08-19T21:15:00-04:00 New_York,1555.4921875kW,false,80.75°F,partlyCloudy
2019-08-19T21:30:00-04:00 New_York,1126.4356689453125kW,false,79.5°F,partlyCloudy
2019-08-19T21:45:00-04:00 New_York,645.1783447265625kW,false,78.25°F,partlyCloudy
2019-08-19T22:00:00-04:00 New_York,574.2986450195312kW,false,77°F,partlyCloudy
2019-08-19T22:15:00-04:00 New_York,488.2862243652344kW,false,76.75°F,partlyCloudy
2019-08-19T22:30:00-04:00 New_York,464.0335998535156kW,false,76.5°F,partlyCloudy
2019-08-19T22:45:00-04:00 New_York,434.0676574707031kW,false,76.25°F,partlyCloudy
2019-08-19T23:00:00-04:00 New_York,362.2468566894531kW,false,76°F,partlyCloudy
2019-08-19T23:15:00-04:00 New_York,330.7163391113281kW,false,76°F,partlyCloudy
2019-08-19T23:30:00-04:00 New_York,298.72894287109375kW,false,76°F,partlyCloudy
2019-08-19T23:45:00-04:00 New_York,293.4483642578125kW,false,76°F,partlyCloudy
2019-08-20T00:00:00-04:00 New_York,284.57232666015625kW,false,76°F,partlyCloudy
2019-08-20T00:15:00-04:00 New_York,269.0411682128906kW,false,76°F,partlyCloudy
2019-08-20T00:30:00-04:00 New_York,269.8187561035156kW,false,76°F,partlyCloudy
2019-08-20T00:45:00-04:00 New_York,272.99176025390625kW,false,76°F,partlyCloudy
2019-08-20T01:00:00-04:00 New_York,264.8729248046875kW,false,76°F,partlyCloudy
2019-08-20T01:15:00-04:00 New_York,256.0195007324219kW,false,75.75°F,partlyCloudy
2019-08-20T01:30:00-04:00 New_York,257.147216796875kW,false,75.5°F,partlyCloudy
2019-08-20T01:45:00-04:00 New_York,263.42730712890625kW,false,75.25°F,partlyCloudy
2019-08-20T02:00:00-04:00 New_York,258.92938232421875kW,false,75°F,partlyCloudy
2019-08-20T02:15:00-04:00 New_York,250.7550506591797kW,false,75°F,partlyCloudy
2019-08-20T02:30:00-04:00 New_York,257.8357849121094kW,false,75°F,partlyCloudy
2019-08-20T02:45:00-04:00 New_York,251.86846923828125kW,false,75°F,partlyCloudy
2019-08-20T03:00:00-04:00 New_York,253.1129913330078kW,false,75°F,partlyCloudy
2019-08-20T03:15:00-04:00 New_York,260.5489501953125kW,false,75°F,partlyCloudy
2019-08-20T03:30:00-04:00 New_York,247.1682586669922kW,false,75°F,partlyCloudy
2019-08-20T03:45:00-04:00 New_York,243.4888153076172kW,false,75°F,partlyCloudy
2019-08-20T04:00:00-04:00 New_York,252.2742462158203kW,false,75°F,partlyCloudy
2019-08-20T04:15:00-04:00 New_York,254.0186004638672kW,false,75°F,partlyCloudy
2019-08-20T04:30:00-04:00 New_York,239.73941040039062kW,false,75°F,partlyCloudy
2019-08-20T04:45:00-04:00 New_York,247.2510986328125kW,false,75°F,partlyCloudy
2019-08-20T05:00:00-04:00 New_York,260.4136047363281kW,false,75°F,partlyCloudy
2019-08-20T05:15:00-04:00 New_York,254.24969482421875kW,false,75°F,partlyCloudy
2019-08-20T05:30:00-04:00 New_York,258.5322265625kW,false,75°F,partlyCloudy
2019-08-20T05:45:00-04:00 New_York,255.87380981445312kW,false,75°F,partlyCloudy
2019-08-20T06:00:00-04:00 New_York,250.8051300048828kW,false,75°F,partlyCloudy
2019-08-20T06:15:00-04:00 New_York,232.20201110839844kW,false,75.25°F,partlyCloudy
2019-08-20T06:30:00-04:00 New_York,212.86720275878906kW,false,75.5°F,partlyCloudy
2019-08-20T06:45:00-04:00 New_York,202.46331787109375kW,false,75.75°F,partlyCloudy
2019-08-20T07:00:00-04:00 New_York,194.74253845214844kW,false,76°F,partlyCloudy
2019-08-20T07:15:00-04:00 New_York,188.57559204101562kW,false,76.25°F,partlyCloudy
2019-08-20T07:30:00-04:00 New_York,190.6993408203125kW,false,76.5°F,partlyCloudy
2019-08-20T07:45:00-04:00 New_York,197.4513702392578kW,false,76.75°F,partlyCloudy
2019-08-20T08:00:00-04:00 New_York,250.48489379882812kW,false,77°F,partlyCloudy
2019-08-20T08:15:00-04:00 New_York,330.77392578125kW,false,77.25°F,partlyCloudy
2019-08-20T08:30:00-04:00 New_York,601.1721801757812kW,false,77.5°F,partlyCloudy
2019-08-20T08:45:00-04:00 New_York,825.007080078125kW,false,77.75°F,partlyCloudy
2019-08-20T09:00:00-04:00 New_York,974.776123046875kW,false,78°F,partlyCloudy
2019-08-20T09:15:00-04:00 New_York,1028.4879150390625kW,false,78.5°F,partlyCloudy
2019-08-20T09:30:00-04:00 New_York,1072.5028076171875kW,false,79°F,partlyCloudy
2019-08-20T09:45:00-04:00 New_York,1253.2496337890625kW,false,79.5°F,partlyCloudy
2019-08-20T10:00:00-04:00 New_York,1576.7469482421875kW,true,80°F,partlyCloudy
2019-08-20T10:15:00-04:00 New_York,1643.7628173828125kW,true,80.5°F,partlyCloudy
2019-08-20T10:30:00-04:00 New_York,1643.5936279296875kW,true,81°F,partlyCloudy
2019-08-20T10:45:00-04:00 New_York,1658.418212890625kW,true,81.5°F,partlyCloudy
2019-08-20T11:00:00-04:00 New_York,1664.8299560546875kW,true,82°F,partlyCloudy
2019-08-20T11:15:00-04:00 New_York,1691.124267578125kW,true,82.5°F,partlyCloudy
2019-08-20T11:30:00-04:00 New_York,1738.9766845703125kW,true,83°F,partlyCloudy
2019-08-20T11:45:00-04:00 New_York,1770.5819091796875kW,true,83.5°F,partlyCloudy
2019-08-20T12:00:00-04:00 New_York,1816.352783203125kW,true,84°F,partlyCloudy
2019-08-20T12:15:00-04:00 New_York,1788.094970703125kW,true,84°F,partlyCloudy
2019-08-20T12:30:00-04:00 New_York,1789.360595703125kW,true,84°F,partlyCloudy
2019-08-20T12:45:00-04:00 New_York,1749.4033203125kW,true,84°F,partlyCloudy
2019-08-20T13:00:00-04:00 New_York,1764.7840576171875kW,true,84°F,partlyCloudy
2019-08-20T13:15:00-04:00 New_York,1739.192626953125kW,true,84.25°F,partlyCloudy
2019-08-20T13:30:00-04:00 New_York,1721.9400634765625kW,true,84.5°F,partlyCloudy
2019-08-20T13:45:00-04:00 New_York,1664.8057861328125kW,true,84.75°F,partlyCloudy
2019-08-20T14:00:00-04:00 New_York,1643.507080078125kW,true,85°F,showers
2019-08-20T14:15:00-04:00 New_York,1665.952880859375kW,true,85°F,showers
2019-08-20T14:30:00-04:00 New_York,1629.955810546875kW,true,85°F,showers
2019-08-20T14:45:00-04:00 New_York,1640.095947265625kW,true,85°F,showers
2019-08-20T15:00:00-04:00 New_York,1685.0660400390625kW,true,85°F,showers
2019-08-20T15:15:00-04:00 New_York,1691.783447265625kW,true,84.5°F,showers
2019-08-20T15:30:00-04:00 New_York,1710.5279541015625kW,true,84°F,showers
2019-08-20T15:45:00-04:00 New_York,1722.30712890625kW,true,83.5°F,showers
2019-08-20T16:00:00-04:00 New_York,1704.0123291015625kW,true,83°F,showers
2019-08-20T16:15:00-04:00 New_York,1687.4642333984375kW,true,82.75°F,showers
2019-08-20T16:30:00-04:00 New_York,1687.5352783203125kW,true,82.5°F,showers
2019-08-20T16:45:00-04:00 New_York,1693.10791015625kW,true,82.25°F,showers
2019-08-20T17:00:00-04:00 New_York,1678.7891845703125kW,true,82°F,rain
2019-08-20T17:15:00-04:00 New_York,1692.9747314453125kW,true,81.5°F,rain
2019-08-20T17:30:00-04:00 New_York,1770.197265625kW,true,81°F,rain
2019-08-20T17:45:00-04:00 New_York,1867.2611083984375kW,true,80.5°F,rain
2019-08-20T18:00:00-04:00 New_York,1961.0440673828125kW,true,80°F,rain
2019-08-20T18:15:00-04:00 New_York,2035.614013671875kW,true,79.25°F,rain
2019-08-20T18:30:00-04:00 New_York,2104.808837890625kW,true,78.5°F,rain
2019-08-20T18:45:00-04:00 New_York,2097.3564453125kW,true,77.75°F,rain
2019-08-20T19:00:00-04:00 New_York,2111.169189453125kW,true,77°F,rain
2019-08-20T19:15:00-04:00 New_York,2057.7392578125kW,true,76.25°F,rain
2019-08-20T19:30:00-04:00 New_York,2078.057373046875kW,true,75.5°F,rain
2019-08-20T19:45:00-04:00 New_York,2158.32275390625kW,true,74.75°F,rain
2019-08-20T20:00:00-04:00 New_York,2196.253173828125kW,true,74°F,rain
2019-08-20T20:15:00-04:00 New_York,2146.338623046875kW,true,74.75°F,rain
2019-08-20T20:30:00-04:00 New_York,2026.4884033203125kW,true,75.5°F,rain
2019-08-20T20:45:00-04:00 New_York,1799.1728515625kW,true,76.25°F,rain
2019-08-20T21:00:00-04:00 New_York,1634.78271484375kW,false,77°F,showers
2019-08-20T21:15:00-04:00 New_York,1589.9775390625kW,false,76.75°F,showers
2019-08-20T21:30:00-04:00 New_York,1050.987060546875kW,false,76.5°F,showers
2019-08-20T21:45:00-04:00 New_York,702.9425659179688kW,false,76.25°F,showers
2019-08-20T22:00:00-04:00 New_York,576.3920288085938kW,false,76°F,showers
2019-08-20T22:15:00-04:00 New_York,522.1795654296875kW,false,76°F,showers
2019-08-20T22:30:00-04:00 New_York,487.3503723144531kW,false,76°F,showers
2019-08-20T22:45:00-04:00 New_York,417.9682922363281kW,false,76°F,showers
2019-08-20T23:00:00-04:00 New_York,333.61016845703125kW,false,76°F,showers
2019-08-20T23:15:00-04:00 New_York,312.33404541015625kW,false,75.75°F,showers
2019-08-20T23:30:00-04:00 New_York,314.61785888671875kW,false,75.5°F,showers
2019-08-20T23:45:00-04:00 New_York,298.2153015136719kW,false,75.25°F,showers
2019-08-21T00:00:00-04:00 New_York,279.1913146972656kW,false,75°F,showers
2019-08-21T00:15:00-04:00 New_York,286.12017822265625kW,false,75°F,showers
2019-08-21T00:30:00-04:00 New_York,287.0594177246094kW,false,75°F,showers
2019-08-21T00:45:00-04:00 New_York,282.486328125kW,false,75°F,showers
2019-08-21T01:00:00-04:00 New_York,273.6722106933594kW,false,75°F,showers
2019-08-21T01:15:00-04:00 New_York,265.5166015625kW,false,75°F,showers
2019-08-21T01:30:00-04:00 New_York,256.3238830566406kW,false,75°F,showers
2019-08-21T01:45:00-04:00 New_York,256.462646484375kW,false,75°F,showers
2019-08-21T02:00:00-04:00 New_York,256.1549377441406kW,false,75°F,showers
2019-08-21T02:15:00-04:00 New_York,248.46743774414062kW,false,75°F,showers
2019-08-21T02:30:00-04:00 New_York,254.3206329345703kW,false,75°F,showers
2019-08-21T02:45:00-04:00 New_York,250.32327270507812kW,false,75°F,showers
2019-08-21T03:00:00-04:00 New_York,257.3710021972656kW,false,75°F,showers
2019-08-21T03:15:00-04:00 New_York,252.48388671875kW,false,75°F,showers
2019-08-21T03:30:00-04:00 New_York,251.44020080566406kW,false,75°F,showers
2019-08-21T03:45:00-04:00 New_York,253.15359497070312kW,false,75°F,showers
2019-08-21T04:00:00-04:00 New_York,259.0525817871094kW,false,75°F,showers
2019-08-21T04:15:00-04:00 New_York,259.18780517578125kW,false,75°F,showers
2019-08-21T04:30:00-04:00 New_York,255.62252807617188kW,false,75°F,showers
2019-08-21T04:45:00-04:00 New_York,256.5906066894531kW,false,75°F,showers
2019-08-21T05:00:00-04:00 New_York,255.35107421875kW,false,75°F,showers
2019-08-21T05:15:00-04:00 New_York,251.17068481445312kW,false,75°F,showers
2019-08-21T05:30:00-04:00 New_York,251.02259826660156kW,false,75°F,showers
2019-08-21T05:45:00-04:00 New_York,256.4831848144531kW,false,75°F,showers
2019-08-21T06:00:00-04:00 New_York,275.22271728515625kW,false,75°F,showers
2019-08-21T06:15:00-04:00 New_York,274.8872985839844kW,false,75.5°F,showers
2019-08-21T06:30:00-04:00 New_York,256.0481262207031kW,false,76°F,showers
2019-08-21T06:45:00-04:00 New_York,247.21401977539062kW,false,76.5°F,showers
2019-08-21T07:00:00-04:00 New_York,232.6444091796875kW,false,77°F,showers
2019-08-21T07:15:00-04:00 New_York,238.46568298339844kW,false,77.25°F,showers
2019-08-21T07:30:00-04:00 New_York,226.00144958496094kW,false,77.5°F,showers
2019-08-21T07:45:00-04:00 New_York,258.1129150390625kW,false,77.75°F,showers
2019-08-21T08:00:00-04:00 New_York,282.4978332519531kW,false,78°F,partlyCloudy
2019-08-21T08:15:00-04:00 New_York,420.7171936035156kW,false,78.5°F,partlyCloudy
2019-08-21T08:30:00-04:00 New_York,657.9747314453125kW,false,79°F,partlyCloudy
2019-08-21T08:45:00-04:00 New_York,904.6199340820312kW,false,79.5°F,partlyCloudy
2019-08-21T09:00:00-04:00 New_York,1124.6246337890625kW,false,80°F,partlyCloudy
2019-08-21T09:15:00-04:00 New_York,1057.84130859375kW,false,80.5°F,partlyCloudy
2019-08-21T09:30:00-04:00 New_York,1082.65283203125kW,false,81°F,partlyCloudy
2019-08-21T09:45:00-04:00 New_York,1291.061767578125kW,false,81.5°F,partlyCloudy
2019-08-21T10:00:00-04:00 New_York,1623.2744140625kW,false,82°F,partlyCloudy
2019-08-21T10:15:00-04:00 New_York,1693.837158203125kW,true,82.5°F,partlyCloudy
2019-08-21T10:30:00-04:00 New_York,1719.8272705078125kW,true,83°F,partlyCloudy
2019-08-21T10:45:00-04:00 New_York,1819.3375244140625kW,true,83.5°F,partlyCloudy
2019-08-21T11:00:00-04:00 New_York,1636.384521484375kW,true,84°F,showers
2019-08-21T11:15:00-04:00 New_York,1730.036865234375kW,true,84.75°F,showers
2019-08-21T11:30:00-04:00 New_York,1761.5185546875kW,true,85.5°F,showers
2019-08-21T11:45:00-04:00 New_York,1700.867431640625kW,true,86.25°F,showers
2019-08-21T12:00:00-04:00 New_York,1798.640869140625kW,true,87°F,showers
2019-08-21T12:15:00-04:00 New_York,1724.4471435546875kW,true,87.25°F,showers
2019-08-21T12:30:00-04:00 New_York,1805.4359130859375kW,true,87.5°F,showers
2019-08-21T12:45:00-04:00 New_York,1780.9144287109375kW,true,87.75°F,showers
2019-08-21T13:00:00-04:00 New_York,1795.615478515625kW,true,88°F,showers
